dise_name	orpha_id
Diaphyseal medullary stenosis-bone malignancy syndrome	ORPHA:85182
Infantile osteopetrosis with neuroaxonal dysplasia	ORPHA:85179
Spondylometaphyseal dysplasia-cone-rod dystrophy syndrome	ORPHA:85167
Pontocerebellar hypoplasia type 3	ORPHA:97249
Bohring-Opitz syndrome	ORPHA:97297
Paternal uniparental disomy of chromosome 6	ORPHA:96191
Glycogen storage disease due to phosphoglycerate mutase deficiency	ORPHA:97234
Riboflavin transporter deficiency	ORPHA:97229
COG8-CDG	ORPHA:95428
Cerebellar ataxia, Cayman type	ORPHA:94122
Spinocerebellar ataxia type 1 with axonal neuropathy	ORPHA:94124
Spinocerebellar ataxia type 7	ORPHA:94147
Anonychia congenita totalis	ORPHA:94150
Hereditary renal hypouricemia	ORPHA:94088
ALys amyloidosis	ORPHA:93561
Scheie syndrome	ORPHA:93474
Hurler-Scheie syndrome	ORPHA:93476
Hurler syndrome	ORPHA:93473
Spondyloepimetaphyseal dysplasia with multiple dislocations	ORPHA:93360
Spondyloepimetaphyseal dysplasia-short limb-abnormal calcification syndrome	ORPHA:93358
X-linked intellectual disability, Sutherland-Haan type	ORPHA:93950
X-linked intellectual disability, Golabi-Ito-Hall type	ORPHA:93947
Hamel cerebro-palato-cardiac syndrome	ORPHA:93946
X-linked intellectual disability, Porteous type	ORPHA:93945
Dent disease type 1	ORPHA:93622
Primary hyperoxaluria type 1	ORPHA:93598
Atypical hemolytic-uremic syndrome with B factor anomaly	ORPHA:93578
Congenital thrombotic thrombocytopenic purpura	ORPHA:93583
Autosomal recessive proximal renal tubular acidosis	ORPHA:93607
Cystinuria type B	ORPHA:93613
Primary hyperoxaluria type 3	ORPHA:93600
Primary hyperoxaluria type 2	ORPHA:93599
Antenatal Bartter syndrome	ORPHA:93604
Atrial septal defect, ostium primum type	ORPHA:99106
Lymphedema-posterior choanal atresia syndrome	ORPHA:99141
Primary dystonia, DYT2 type	ORPHA:99657
Kostmann syndrome	ORPHA:99749
Isolated sulfite oxidase deficiency	ORPHA:99731
Familial focal epilepsy with variable foci	ORPHA:98820
Acute myeloid leukemia with minimal differentiation	ORPHA:98832
Classic Hodgkin lymphoma, nodular sclerosis type	ORPHA:98843
Congenital dyserythropoietic anemia type I	ORPHA:98869
Congenital dyserythropoietic anemia type III	ORPHA:98870
Bleeding diathesis due to glycoprotein VI deficiency	ORPHA:98885
Amish nemaline myopathy	ORPHA:98902
Bilateral frontoparietal polymicrogyria	ORPHA:101070
Neutral lipid storage myopathy	ORPHA:98908
Dorfman-Chanarin disease	ORPHA:98907
Gelatinous drop-like corneal dystrophy	ORPHA:98957
Microcystic corneal dystrophy	ORPHA:98956
Lattice corneal dystrophy type I	ORPHA:98964
Granular corneal dystrophy type II	ORPHA:98963
Granular corneal dystrophy type I	ORPHA:98962
Reis-Bücklers corneal dystrophy	ORPHA:98961
Thiel-Behnke corneal dystrophy	ORPHA:98960
Meesmann corneal dystrophy	ORPHA:98954
Posterior polymorphous corneal dystrophy	ORPHA:98973
Congenital hereditary endothelial dystrophy type I	ORPHA:98975
Schnyder corneal dystrophy	ORPHA:98967
Macular corneal dystrophy	ORPHA:98969
Fleck corneal dystrophy	ORPHA:98970
Reticular dystrophy of the retinal pigment epithelium	ORPHA:99002
Adult-onset autosomal dominant leukodystrophy	ORPHA:99027
Primary dystonia, DYT6 type	ORPHA:98806
Spinocerebellar ataxia type 27	ORPHA:98764
Spinocerebellar ataxia type 14	ORPHA:98763
Spinocerebellar ataxia type 4	ORPHA:98765
Spinocerebellar ataxia type 8	ORPHA:98760
Spinocerebellar ataxia type 17	ORPHA:98759
Spinocerebellar ataxia type 12	ORPHA:98762
Spinocerebellar ataxia type 10	ORPHA:98761
Spinocerebellar ataxia type 18	ORPHA:98771
Spinocerebellar ataxia type 21	ORPHA:98773
Spinocerebellar ataxia type 13	ORPHA:98768
Spinocerebellar ataxia type 11	ORPHA:98767
Spinocerebellar ataxia type 1	ORPHA:98755
Diarrhea-vomiting due to trehalase deficiency	ORPHA:103909
Autosomal recessive dopa-responsive dystonia	ORPHA:101150
Spinocerebellar ataxia type 26	ORPHA:101112
Spinocerebellar ataxia type 23	ORPHA:101108
X-linked hyper-IgM syndrome	ORPHA:101088
Charcot-Marie-Tooth disease type 1C	ORPHA:101083
Hyper-IgM syndrome type 3	ORPHA:101090
Hyper-IgM syndrome type 2	ORPHA:101089
Hyper-IgM syndrome type 5	ORPHA:101092
Familial hypocalciuric hypercalcemia type 3	ORPHA:101050
Congenital stromal corneal dystrophy	ORPHA:101068
Transaldolase deficiency	ORPHA:101028
Autosomal dominant spastic paraplegia type 6	ORPHA:100988
Autosomal dominant spastic paraplegia type 4	ORPHA:100985
Autosomal recessive spastic paraplegia type 20	ORPHA:101000
Autosomal recessive spastic paraplegia type 15	ORPHA:100996
Autosomal dominant spastic paraplegia type 12	ORPHA:100993
Autosomal recessive spastic paraplegia type 28	ORPHA:101008
Autosomal recessive spastic paraplegia type 26	ORPHA:101006
Autosomal recessive spastic paraplegia type 21	ORPHA:101001
Porphyria due to ALA dehydratase deficiency	ORPHA:100924
FRAXE intellectual disability	ORPHA:100973
FRAXF syndrome	ORPHA:100974
Renin-angiotensin-aldosterone system-blocker-induced angioedema	ORPHA:100057
Hypomaturation amelogenesis imperfecta	ORPHA:100033
Autosomal dominant intermediate Charcot-Marie-Tooth disease type C	ORPHA:100045
ACys amyloidosis	ORPHA:100008
Charcot-Marie-Tooth disease type 4B1	ORPHA:99955
Charcot-Marie-Tooth disease type 4B2	ORPHA:99956
Charcot-Marie-Tooth disease type 4D	ORPHA:99950
Charcot-Marie-Tooth disease type 4C	ORPHA:99949
Charcot-Marie-Tooth disease type 4H	ORPHA:99954
Autosomal dominant Charcot-Marie-Tooth disease type 2B	ORPHA:99936
Acyl-CoA dehydrogenase 9 deficiency	ORPHA:99901
Long chain acyl-CoA dehydrogenase deficiency	ORPHA:99900
Glycogen storage disease due to muscle beta-enolase deficiency	ORPHA:99849
Leukocyte adhesion deficiency type II	ORPHA:99843
Leukocyte adhesion deficiency type III	ORPHA:99844
Leukocyte adhesion deficiency type I	ORPHA:99842
PEHO-like syndrome	ORPHA:99807
47,XYY syndrome	ORPHA:8
Tetrasomy X	ORPHA:9
48,XXYY syndrome	ORPHA:10
Pentasomy X	ORPHA:11
Methylmalonic acidemia with homocystinuria	ORPHA:26
Vitamin B12-unresponsive methylmalonic acidemia	ORPHA:27
Vitamin B12-responsive methylmalonic acidemia	ORPHA:28
X-linked adrenoleukodystrophy	ORPHA:43
Aicardi syndrome	ORPHA:50
Oculocutaneous albinism	ORPHA:55
Alexander disease	ORPHA:58
Alpha-mannosidosis	ORPHA:61
Alport syndrome	ORPHA:63
Amyloidosis	ORPHA:69
Proximal spinal muscular atrophy	ORPHA:70
Angelman syndrome	ORPHA:72
Aniridia	ORPHA:77
Antisynthetase syndrome	ORPHA:81
Juvenile idiopathic arthritis	ORPHA:92
Autosomal dominant cerebellar ataxia	ORPHA:99
Babesiosis	ORPHA:108
Beckwith-Wiedemann syndrome	ORPHA:116
Congenital disorder of glycosylation	ORPHA:137
Canavan disease	ORPHA:141
Anaplastic thyroid carcinoma	ORPHA:142
Multiple carboxylase deficiency	ORPHA:148
Carnitine palmitoyltransferase II deficiency	ORPHA:157
Charcot-Marie-Tooth disease	ORPHA:166
Progressive familial intrahepatic cholestasis	ORPHA:172
Cartilage-hair hypoplasia	ORPHA:175
Non-rhizomelic chondrodysplasia punctata	ORPHA:176
Eosinophilic granulomatosis with polyangiitis	ORPHA:183
Cockayne syndrome	ORPHA:191
Cat-eye syndrome	ORPHA:195
Crandall syndrome	ORPHA:202
Crigler-Najjar syndrome	ORPHA:205
Cutis laxa	ORPHA:209
Cystinosis	ORPHA:213
Neuronal ceroid lipofuscinosis	ORPHA:216
Dermatomyositis	ORPHA:221
Erosive pustular dermatosis of the scalp	ORPHA:222
Maternally-inherited diabetes and deafness	ORPHA:225
Dracunculiasis	ORPHA:231
Trisomy 9p	ORPHA:236
Frontonasal dysplasia	ORPHA:250
Multiple epiphyseal dysplasia	ORPHA:251
Dopa-responsive dystonia	ORPHA:255
Emery-Dreifuss muscular dystrophy	ORPHA:261
Duchenne and Becker muscular dystrophy	ORPHA:262
Ehlers-Danlos syndrome, classic type	ORPHA:287
Congenital rubella syndrome	ORPHA:290
Congenital varicella syndrome	ORPHA:291
Fetal cytomegalovirus syndrome	ORPHA:294
Fetal parvovirus syndrome	ORPHA:295
Dystrophic epidermolysis bullosa	ORPHA:303
Erythroderma desquamativum	ORPHA:314
Congenital fibrinogen deficiency	ORPHA:335
Hemorrhagic fever-renal syndrome	ORPHA:340
Viral hemorrhagic fever	ORPHA:341
Dissecting cellulitis of the scalp	ORPHA:345
Quinquaud's folliculitis decalvans	ORPHA:346
Galactosemia	ORPHA:352
GM1 gangliosidosis	ORPHA:354
Gaucher disease	ORPHA:355
Glycogen storage disease due to glucose-6-phosphatase deficiency	ORPHA:364
Glycogen storage disease due to acid maltase deficiency	ORPHA:365
Glycogen storage disease due to glycogen branching enzyme deficiency	ORPHA:367
Goldenhar syndrome	ORPHA:374
Anti-glomerular basement membrane disease	ORPHA:375
Griscelli disease	ORPHA:381
Neurodegeneration with brain iron accumulation	ORPHA:385
Familial hyperaldosteronism type II	ORPHA:404
Familial hypocalciuric hypercalcemia	ORPHA:405
Glycine encephalopathy	ORPHA:407
Isolated glycerol kinase deficiency	ORPHA:408
Hyperkeratosis lenticularis perstans	ORPHA:409
Familial hypoaldosteronism	ORPHA:427
Ito hypomelanosis	ORPHA:435
Hypophosphatasia	ORPHA:436
Congenital hypothyroidism	ORPHA:442
Acquired ichthyosis	ORPHA:454
Krabbe disease	ORPHA:487
Transgrediens et progrediens palmoplantar keratoderma	ORPHA:495
Keratosis pilaris atrophicans	ORPHA:498
Kerion celsi	ORPHA:499
Leigh syndrome	ORPHA:506
Leishmaniasis	ORPHA:507
Maple syrup urine disease	ORPHA:511
Metachromatic leukodystrophy	ORPHA:512
Lichen planopilaris	ORPHA:525
Rare cutaneous lupus erythematosus	ORPHA:535
Legionellosis	ORPHA:549
Cushing syndrome	ORPHA:553
Malakoplakia	ORPHA:556
Marfan syndrome	ORPHA:558
Mucolipidosis type III	ORPHA:577
Mucopolysaccharidosis type 1	ORPHA:579
Mucopolysaccharidosis type 2	ORPHA:580
Mucopolysaccharidosis type 3	ORPHA:581
Mucopolysaccharidosis type 4	ORPHA:582
Mucopolysaccharidosis type 6	ORPHA:583
Myasthenia gravis	ORPHA:589
Macrophagic myofasciitis	ORPHA:592
Centronuclear myopathy	ORPHA:595
Inclusion body myositis	ORPHA:611
Potassium-aggravated myotonia	ORPHA:612
Medulloblastoma	ORPHA:616
Congenital primary megaureter	ORPHA:617
Homocystinuria without methylmalonic aciduria	ORPHA:622
Neurofibromatosis type 1	ORPHA:636
Niemann-Pick disease type C	ORPHA:646
LCAT deficiency	ORPHA:650
Multiple endocrine neoplasia type 2	ORPHA:653
Non-histaminic angioedema	ORPHA:658
Yellow nail syndrome	ORPHA:662
Osteogenesis imperfecta	ORPHA:666
Primary cutis verticis gyrata	ORPHA:671
Malaria	ORPHA:673
Pancreatoblastoma	ORPHA:677
Progressive supranuclear palsy	ORPHA:683
Hereditary spastic paraplegia	ORPHA:685
Pearson syndrome	ORPHA:699
Pelizaeus-Merzbacher disease	ORPHA:702
Pemphigus vulgaris	ORPHA:704
Idiopathic acute eosinophilic pneumonia	ORPHA:724
Microscopic polyangiitis	ORPHA:727
Relapsing polychondritis	ORPHA:728
Polymyositis	ORPHA:732
Porphyria	ORPHA:738
Prader-Willi syndrome	ORPHA:739
Pseudohypoaldosteronism type 2	ORPHA:757
Central precocious puberty	ORPHA:759
Immunoglobulin A vasculitis	ORPHA:761
Pyomyositis	ORPHA:764
Pyruvate dehydrogenase deficiency	ORPHA:765
Familial long QT syndrome	ORPHA:768
Rabies	ORPHA:770
Rubinstein-Taybi syndrome	ORPHA:783
SAPHO syndrome	ORPHA:793
Sandhoff disease	ORPHA:796
Scleroderma	ORPHA:801
Mixed connective tissue disease	ORPHA:809
Silver-Russell syndrome	ORPHA:813
Isolated spina bifida	ORPHA:823
Stickler syndrome	ORPHA:828
Adult-onset Still disease	ORPHA:829
Encephalopathy due to sulfite oxidase deficiency	ORPHA:833
Free sialic acid storage disease	ORPHA:834
Susac syndrome	ORPHA:838
Tay-Sachs disease	ORPHA:845
Alpha-thalassemia	ORPHA:846
Beta-thalassemia	ORPHA:848
Congenital toxoplasmosis	ORPHA:858
Down syndrome	ORPHA:870
Turner syndrome	ORPHA:881
Tetrasomy 12p	ORPHA:884
Usher syndrome	ORPHA:886
Cutaneous leukocytoclastic angiitis	ORPHA:889
Hepatic veno-occlusive disease	ORPHA:890
Wells syndrome	ORPHA:901
Zollinger-Ellison syndrome	ORPHA:913
Aase-Smith syndrome	ORPHA:916
Familial nasal acilia	ORPHA:922
Achalasia-microcephaly syndrome	ORPHA:929
Achondrogenesis	ORPHA:932
3-hydroxyisobutyric aciduria	ORPHA:939
Acrocephalosyndactyly	ORPHA:946
Acrocraniofacial dysostosis	ORPHA:949
Acropectororenal dysplasia	ORPHA:956
Adrenomyodystrophy	ORPHA:977
Internal carotid agenesis	ORPHA:981
Hypoglossia-hypodactyly syndrome	ORPHA:989
Albinism-deafness syndrome	ORPHA:998
Ermine phenotype	ORPHA:999
Ocular albinism with late-onset sensorineural deafness	ORPHA:1000
Alopecia-contractures-dwarfism-intellectual disability syndrome	ORPHA:1005
Alopecia antibody deficiency	ORPHA:1006
Alopecia-epilepsy-pyorrhea-intellectual disability syndrome	ORPHA:1008
Amaurosis-hypertrichosis syndrome	ORPHA:1021
Encephalopathy due to beta-mercaptolactate-cysteine disulfiduria	ORPHA:1035
Hydrops fetalis	ORPHA:1041
Lethal hemolytic anemia-genital anomalies syndrome	ORPHA:1046
Aneurysm of sinus of Valsalva	ORPHA:1054
Hereditary neurocutaneous malformation	ORPHA:1062
Aniridia-renal agenesis-psychomotor retardation syndrome	ORPHA:1064
Aniridia-ptosis-intellectual disability-familial obesity syndrome	ORPHA:1067
Aniridia-absent patella syndrome	ORPHA:1069
Thumb stiffness-brachydactyly-intellectual disability syndrome	ORPHA:1078
Renal-genital-middle ear anomalies	ORPHA:1092
Aortic arch anomaly-facial dysmorphism-intellectual disability syndrome	ORPHA:1110
Lung agenesis-heart defect-thumb anomalies syndrome	ORPHA:1120
X-linked mandibulofacial dysostosis	ORPHA:1131
Aortic arch defects	ORPHA:1132
AREDYLD syndrome	ORPHA:1133
Neurogenic arthrogryposis multiplex congenita	ORPHA:1143
Arthrogryposis-like hand anomaly-sensorineural deafness syndrome	ORPHA:1144
Arthrogryposis multiplex congenita-whistling face syndrome	ORPHA:1150
Arthrogryposis due to muscular dystrophy	ORPHA:1155
Allergic bronchopulmonary aspergillosis	ORPHA:1164
Congenital unilateral hypoplasia of depressor anguli oris	ORPHA:1166
Facial asymmetry-temporal seizures syndrome	ORPHA:1167
Cerebellar ataxia-ectodermal dysplasia syndrome	ORPHA:1174
Ataxia-tapetoretinal degeneration syndrome	ORPHA:1178
Spastic ataxia with congenital miosis	ORPHA:1182
Ataxia-photosensitivity-short stature syndrome	ORPHA:1184
Spinocerebellar ataxia-dysmorphism syndrome	ORPHA:1185
Ataxia-deafness-intellectual disability syndrome	ORPHA:1188
Atherosclerosis-deafness-diabetes-epilepsy-nephropathy syndrome	ORPHA:1192
Atkin-Flaitz syndrome	ORPHA:1193
Progressive hemifacial atrophy	ORPHA:1214
Bangstad syndrome	ORPHA:1227
Severe microbrachycephaly-intellectual disability-athetoid cerebral palsy syndrome	ORPHA:1236
Beemer-Ertbruggen syndrome	ORPHA:1237
Metaphyseal acroscyphodysplasia	ORPHA:1240
Bencze syndrome	ORPHA:1241
Maxillonasal dysplasia	ORPHA:1248
Blepharonasofacial malformation syndrome	ORPHA:1252
Ascher syndrome	ORPHA:1253
Blepharophimosis-radioulnar synostosis syndrome	ORPHA:1256
Bonnemann-Meinecke-Reich syndrome	ORPHA:1261
Botulism	ORPHA:1267
Brachytelephalangy-dysmorphism-Kallmann syndrome	ORPHA:1295
Lambert syndrome	ORPHA:1296
Branchioskeletogenital syndrome	ORPHA:1299
Feingold syndrome	ORPHA:1305
Distal limb deficiencies-micrognathia syndrome	ORPHA:1307
Medullary sponge kidney	ORPHA:1309
Infantile choroidocerebral calcification syndrome	ORPHA:1313
Symmetrical thalamic calcifications	ORPHA:1314
Campomelia, Cumming type	ORPHA:1318
Camptodactyly syndrome, Guadalajara type 1	ORPHA:1327
Medullary thyroid carcinoma	ORPHA:1332
Maternally-inherited cardiomyopathy and hearing loss	ORPHA:1349
Heart-hand syndrome type 2	ORPHA:1350
Atrioventricular defect-blepharophimosis-radial and anal defect syndrome	ORPHA:1352
Carey-Fineman-Ziter  syndrome	ORPHA:1358
Carnosinemia	ORPHA:1361
Autosomal recessive palmoplantar keratoderma and congenital alopecia	ORPHA:1366
Cataract-ataxia-deafness syndrome	ORPHA:1368
Cataract-hypertrichosis-intellectual disability syndrome	ORPHA:1375
Cataract-nephropathy-encephalopathy syndrome	ORPHA:1380
Cataract-intellectual disability-anal atresia-urinary defects syndrome	ORPHA:1381
Cortical blindness-intellectual disability-polydactyly syndrome	ORPHA:1389
Night blindness-skeletal anomalies-dysmorphism syndrome	ORPHA:1390
Cerebrorenodigital syndrome	ORPHA:1396
Hydrocephaly-cerebellar agenesis syndrome	ORPHA:1397
Isolated cerebellar hypoplasia/agenesis	ORPHA:1398
Richards-Rundle syndrome	ORPHA:1399
Hair defect-photosensitivity-intellectual disability syndrome	ORPHA:1408
Woolly hair-hypotrichosis-everted lower lip-outstanding ears syndrome	ORPHA:1409
Cholestasis-lymphedema syndrome	ORPHA:1414
Lethal recessive chondrodysplasia	ORPHA:1423
Choroidal atrophy-alopecia syndrome	ORPHA:1433
Choroideremia-hypopituitarism syndrome	ORPHA:1434
Choroideremia-deafness-obesity syndrome	ORPHA:1435
Ring chromosome 10	ORPHA:1438
Ring chromosome 12	ORPHA:1439
Ring chromosome 7	ORPHA:1449
Chromosome 8-derived supernumerary ring/marker	ORPHA:1450
Criss-cross heart	ORPHA:1461
Cogan syndrome	ORPHA:1467
Cooper-Jabs syndrome	ORPHA:1488
Corpus callosum agenesis-double urinary collecting system syndrome	ORPHA:1492
Intellectual disability-hypoplastic corpus callosum-preauricular tag syndrome	ORPHA:1495
Coxoauricular syndrome	ORPHA:1508
Craniodigital syndrome-intellectual disability syndrome	ORPHA:1514
Craniotelencephalic dysplasia	ORPHA:1528
Gómez-López-Hernández syndrome	ORPHA:1532
Craniosynostosis-fibular aplasia syndrome	ORPHA:1533
Craniosynostosis-Dandy-Walker malformation-hydrocephalus syndrome	ORPHA:1538
Cryptorchidism-arachnodactyly-intellectual disability syndrome	ORPHA:1548
Familial benign copper deficiency	ORPHA:1551
Cutis marmorata telangiectatica congenita	ORPHA:1556
Retinal degeneration-nanophthalmos-glaucoma syndrome	ORPHA:1574
Distal monosomy 10p	ORPHA:1580
Non-distal monosomy 10q	ORPHA:1581
Distal monosomy 13q	ORPHA:1590
Monosomy 18p	ORPHA:1598
Monosomy 18q	ORPHA:1600
3q13 microdeletion syndrome	ORPHA:1621
Distal monosomy 7q36	ORPHA:1636
Distal monosomy 9p	ORPHA:1642
Oculocerebrocutaneous syndrome	ORPHA:1647
Dent disease	ORPHA:1652
Dermatitis herpetiformis	ORPHA:1656
Dermatoosteolysis, Kirghizian type	ORPHA:1657
Dermatoleukodystrophy	ORPHA:1659
X-linked corneal dermoid	ORPHA:1661
Sporadic fetal brain disruption sequence	ORPHA:1665
Diencephalic syndrome	ORPHA:1672
Arterial dissection-lentiginosis syndrome	ORPHA:1682
Trisomy 12p	ORPHA:1699
Mosaic trisomy 14	ORPHA:1703
Distal trisomy 14q	ORPHA:1705
Mosaic trisomy 15	ORPHA:1706
Distal trisomy 15q	ORPHA:1707
Trisomy 18p	ORPHA:1715
Trisomy 4p	ORPHA:1738
Trisomy 5p	ORPHA:1742
Dyschondrosteosis-nephritis syndrome	ORPHA:1765
Familial progressive vestibulocochlear dysfunction	ORPHA:1767
Facial dysmorphism-shawl scrotum-joint laxity syndrome	ORPHA:1778
Dysmorphism-cleft palate-loose skin syndrome	ORPHA:1779
Thakker-Donnai syndrome	ORPHA:1780
Familial developmental dysphasia	ORPHA:1799
Kyphomelic dysplasia	ORPHA:1801
Ectodermal dysplasia-blindness syndrome	ORPHA:1806
Hidrotic ectodermal dysplasia, Halal type	ORPHA:1809
Ectodermal dysplasia-intellectual disability-central nervous system malformation syndrome	ORPHA:1812
Leukomelanoderma-infantilism-intellectual disability-hypodontia-hypotrichosis syndrome	ORPHA:1816
Epimetaphyseal skeletal dysplasia	ORPHA:1819
Lowry-Wood syndrome	ORPHA:1824
Epiphyseal dysplasia-hearing loss-dysmorphism syndrome	ORPHA:1825
Axial mesodermal dysplasia spectrum	ORPHA:1834
Hereditary mucoepithelial dysplasia	ORPHA:1839
Bone dysplasia, lethal Holmgren type	ORPHA:1842
X-linked retinal dysplasia	ORPHA:1852
Skeletal dysplasia-epilepsy-short stature syndrome	ORPHA:1858
Thoracic dysplasia-hydrocephalus syndrome	ORPHA:1861
Bullous dystrophy, macular type	ORPHA:1867
Congenital muscular dystrophy-infantile cataract-hypogonadism syndrome	ORPHA:1875
Oculogastrointestinal muscular dystrophy	ORPHA:1876
Muscular dystrophy-white matter spongiosis syndrome	ORPHA:1877
Ectodermal dysplasia-sensorineural deafness syndrome	ORPHA:1883
Intellectual disability-spasticity-ectrodactyly syndrome	ORPHA:1891
Edinburgh malformation syndrome	ORPHA:1895
Indomethacin embryofetopathy	ORPHA:1909
Fetal iodine syndrome	ORPHA:1910
Cocaine embryofetopathy	ORPHA:1911
Fetal trimethadione syndrome	ORPHA:1913
Vitamin K-antagonist embryofetopathy	ORPHA:1914
Fetal alcohol syndrome	ORPHA:1915
Diethylstilbestrol syndrome	ORPHA:1916
Fetal methylmercury syndrome	ORPHA:1917
Toluene embryopathy	ORPHA:1920
Diabetic embryopathy	ORPHA:1926
Emery-Nelson syndrome	ORPHA:1927
Congenital lobar emphysema	ORPHA:1928
Frontal encephalocele	ORPHA:1931
Epilepsy-microcephaly-skeletal dysplasia syndrome	ORPHA:1948
Epilepsy-telangiectasia syndrome	ORPHA:1951
Evans syndrome	ORPHA:1959
Facial dysmorphism-anorexia-cachexia-eye and skin anomalies syndrome	ORPHA:1969
Facial dysmorphism-macrocephaly-myopia-Dandy-Walker malformation syndrome	ORPHA:1970
Faciocardiorenal syndrome	ORPHA:1973
Lipodystrophy due to peptidic growth factors deficiency	ORPHA:1979
Cleft lip-retinopathy syndrome	ORPHA:1995
Blepharo-cheilo-odontic syndrome	ORPHA:1997
Cleft lip/palate-deafness-sacral lipoma syndrome	ORPHA:2003
Acrocardiofacial syndrome	ORPHA:2008
Cleft palate-large ears-small head syndrome	ORPHA:2013
Endomyocardial fibroelastosis	ORPHA:2022
Gingival fibromatosis-progressive deafness syndrome	ORPHA:2027
Hepatic fibrosis-renal cysts-intellectual disability syndrome	ORPHA:2031
Multifocal muscular fibrosis-obstructed vessels syndrome	ORPHA:2033
FLOTCH syndrome	ORPHA:2045
Flynn-Aird syndrome	ORPHA:2047
Foix-Chavany-Marie syndrome	ORPHA:2048
Blepharophimosis-ptosis-esotropia-syndactyly-short stature syndrome	ORPHA:2057
Fryns-Smeets-Thiry syndrome	ORPHA:2058
Splenogonadal fusion-limb defects-micrognathia syndrome	ORPHA:2063
Eosinophilic gastroenteritis	ORPHA:2070
Gemignani syndrome	ORPHA:2074
X-linked intellectual disability-epilepsy syndrome	ORPHA:2076
German syndrome	ORPHA:2077
Cerebral gigantism-jaw cysts syndrome	ORPHA:2081
Prominent glabella-microcephaly-hypogenitalism syndrome	ORPHA:2083
Glaucoma-sleep apnea syndrome	ORPHA:2085
GMS syndrome	ORPHA:2090
Gorlin-Chaudhry-Moss syndrome	ORPHA:2095
Grant syndrome	ORPHA:2097
Grubben-de Cock-Borghgraef syndrome	ORPHA:2101
Hall-Riggs syndrome	ORPHA:2107
Hallermann-Streiff syndrome	ORPHA:2108
Harrod syndrome	ORPHA:2115
Diffuse neonatal hemangiomatosis	ORPHA:2123
Atypical hemolytic-uremic syndrome	ORPHA:2134
Hennekam-Beemer syndrome	ORPHA:2135
Hernández-Aguirre Negrete syndrome	ORPHA:2139
Nodular neuronal heterotopia	ORPHA:2149
Hirschsprung disease-ganglioneuroblastoma syndrome	ORPHA:2151
Mowat-Wilson syndrome	ORPHA:2152
Hirsutism-skeletal dysplasia-intellectual disability syndrome	ORPHA:2156
Histidinuria-renal tubular defect syndrome	ORPHA:2158
Holoprosencephaly	ORPHA:2162
Holoprosencephaly-craniosynostosis syndrome	ORPHA:2163
Holoprosencephaly-postaxial polydactyly syndrome	ORPHA:2166
Hydrocephalus-obesity-hypogonadism syndrome	ORPHA:2183
Dysplastic cortical hyperostosis	ORPHA:2204
Maternal hyperthermia induced birth defects	ORPHA:2216
Hypertrichosis lanuginosa congenita	ORPHA:2222
Primary hypergonadotropic hypogonadism-partial alopecia syndrome	ORPHA:2232
Hypogonadism-mitral valve prolapse-intellectual disability syndrome	ORPHA:2233
Hypogonadotropic hypogonadism-retinitis pigmentosa syndrome	ORPHA:2235
Familial isolated hypoparathyroidism	ORPHA:2238
Cerebellar hypoplasia-tapetoretinal degeneration syndrome	ORPHA:2246
Hypospadias-intellectual disability, Goldblatt type syndrome	ORPHA:2261
Neuronal intranuclear inclusion disease	ORPHA:2289
Congenital velopharyngeal incompetence	ORPHA:2291
Insulin-resistance syndrome type B	ORPHA:2298
Isotretinoin syndrome	ORPHA:2305
Absence deformity of leg-cataract syndrome	ORPHA:2310
Jung-Wolff-Back-Stahl syndrome	ORPHA:2321
Epidermolysis bullosa simplex with anodontia/hypodontia	ORPHA:2325
Kawasaki disease	ORPHA:2331
Angioosteohypertrophic syndrome	ORPHA:2346
Muscular pseudohypertrophy-hypothyroidism syndrome	ORPHA:2349
Congenital laryngeal web	ORPHA:2374
Leukoencephalopathy-palmoplantar keratoderma syndrome	ORPHA:2386
Locked-in syndrome	ORPHA:2406
Lowe-Kohn-Cohen syndrome	ORPHA:2408
Congenital pulmonary lymphangiectasia	ORPHA:2414
Macrocephaly-spastic paraplegia-dysmorphism syndrome	ORPHA:2429
Central bilateral macrogyria	ORPHA:2431
Hypo- and hypermelanotic cutaneous macules-retarded growth-intellectual disability syndrome	ORPHA:2435
Systemic mastocytosis	ORPHA:2467
McDonough syndrome	ORPHA:2471
Megalencephaly	ORPHA:2477
Megalocornea-intellectual disability syndrome	ORPHA:2479
Neurocutaneous melanocytosis	ORPHA:2481
Melkersson-Rosenthal syndrome	ORPHA:2483
Upper limb defect-eye and ear abnormalities syndrome	ORPHA:2489
Meningioma	ORPHA:2495
Microcephaly-cervical spine fusion anomalies syndrome	ORPHA:2522
Microcephaly-brain defect-spasticity-hypernatremia syndrome	ORPHA:2523
Microcephaly-deafness-intellectual disability syndrome	ORPHA:2533
Microcornea-glaucoma-absent frontal sinuses syndrome	ORPHA:2536
Oculoauriculovertebral spectrum with radial defects	ORPHA:2549
Mietens syndrome	ORPHA:2557
Moebius syndrome-axonal neuropathy-hypogonadotropic hypogonadism syndrome	ORPHA:2560
Spastic ataxia-corneal dystrophy syndrome	ORPHA:2572
Moynahan syndrome	ORPHA:2574
Cystic fibrosis-gastritis-megaloblastic anemia syndrome	ORPHA:2575
Mayer-Rokitansky-Küster-Hauser syndrome type 2	ORPHA:2578
Muscular atrophy-ataxia-retinitis pigmentosa-diabetes mellitus syndrome	ORPHA:2579
